5.881299999999881761e-02,-1.632100000000068218e-01
8.741257080597354678e-02,-1.661500600996033139e-01
1.163006396836464423e-01,-1.689177483878379071e-01
1.454731287657944350e-01,-1.715162030842327656e-01
1.749259601851945456e-01,-1.739485624083099702e-01
2.046550560746236980e-01,-1.762179645795915184e-01
2.346563385668589130e-01,-1.783275478175996576e-01
2.649257297946770451e-01,-1.802804503418564408e-01
2.954591518908552539e-01,-1.820798103718838934e-01
3.262525269881704215e-01,-1.837287661272042349e-01
3.573017772193994301e-01,-1.852304558273394630e-01
3.886028247173193839e-01,-1.865880176918117694e-01
4.201515916147070540e-01,-1.878045899401431795e-01
4.519440000443396555e-01,-1.888833107918558296e-01
4.839759721389940150e-01,-1.898273184664718005e-01
5.162434300314472368e-01,-1.906397511835132563e-01
5.487422958544762031e-01,-1.913237471625022224e-01
5.814684917408575737e-01,-1.918824446229608072e-01
6.144179398233688971e-01,-1.923189817844111471e-01
6.475865622347867223e-01,-1.926364968663753230e-01
6.809702811078883755e-01,-1.928381280883754434e-01
7.145650185754502948e-01,-1.929270136699336169e-01
7.483666967702500283e-01,-1.929062918305719521e-01
7.823712378250641253e-01,-1.927791007898124742e-01
8.165745638726698008e-01,-1.925485787671773474e-01
8.509725970458440480e-01,-1.922178639821887081e-01
8.855612594773635271e-01,-1.917900946543685536e-01
9.203364733000055642e-01,-1.912684090032391038e-01
9.552941606465467084e-01,-1.906559452483223838e-01
9.904302436497641748e-01,-1.899558416091405022e-01
1.025740644442435290e+00,-1.891712363052155954e-01
1.061221285157336824e+00,-1.883052675560697165e-01
1.096868087927245217e+00,-1.873610735812249739e-01
1.132676974884937904e+00,-1.863417926002034763e-01
1.168643868163191435e+00,-1.852505628325273601e-01
1.204764689894783691e+00,-1.840905224977187060e-01
1.241035362212490778e+00,-1.828648098152996226e-01
1.277451807249090132e+00,-1.815765630047921630e-01
1.314009947137358525e+00,-1.802289202857184081e-01
1.350705704010072505e+00,-1.788250198776005773e-01
1.387535000000010177e+00,-1.773679999999606405e-01
1.424493757239947422e+00,-1.758609988723208173e-01
1.461577897862661901e+00,-1.743071547142031330e-01
1.498783344000930384e+00,-1.727096057451297517e-01
1.536106017787529421e+00,-1.710714901846226987e-01
1.573541841355236226e+00,-1.693959462522040826e-01
1.611086736836827793e+00,-1.676861121673960675e-01
1.648736626365081559e+00,-1.659451261497206787e-01
1.686487432072774073e+00,-1.641761264187001079e-01
1.724335076092682328e+00,-1.623822511938563529e-01
1.762275480557583096e+00,-1.605666386947115498e-01
1.800304567600253147e+00,-1.587324271407878629e-01
1.838418259353470585e+00,-1.568827547516073173e-01
1.876612477950011071e+00,-1.550207597466920495e-01
1.914883145522652708e+00,-1.531495803455641402e-01
1.953226184204171378e+00,-1.512723547677456981e-01
1.991637516127344743e+00,-1.493922212327588039e-01
2.030113063424949793e+00,-1.475123179601256218e-01
2.068648748229763079e+00,-1.456357831693682048e-01
2.107240492674562038e+00,-1.437657550800086614e-01
2.145884218892122774e+00,-1.419053719115691004e-01
2.184575849015223614e+00,-1.400577718835715746e-01
2.223311305176640662e+00,-1.382260932155383037e-01
2.262086509509150467e+00,-1.364134741269912021e-01
2.300897384145531355e+00,-1.346230528374525448e-01
2.339739851218558986e+00,-1.328579675664443294e-01
2.378609832861010798e+00,-1.311213565334887199e-01
2.417503251205664672e+00,-1.294163579581078249e-01
2.456416028385294936e+00,-1.277461100598236143e-01
2.495344086532682137e+00,-1.261137510581583632e-01
2.534283347780600160e+00,-1.245224191726340551e-01
2.573229734261827772e+00,-1.229752526227728404e-01
2.612179168109141969e+00,-1.214753896280968276e-01
2.651127571455318410e+00,-1.200259684081280698e-01
2.690070866433135421e+00,-1.186301271823887310e-01
2.729004975175368664e+00,-1.172910041704008505e-01
2.767925819814796462e+00,-1.160117375916865645e-01
2.806829322484194478e+00,-1.147954656657679540e-01
2.845711405316341036e+00,-1.136453266121671551e-01
2.884567990444012686e+00,-1.125644586504062489e-01
2.923394999999985089e+00,-1.115560000000073160e-01
2.962189380874884481e+00,-1.106221222703453605e-01
3.000952178990727859e+00,-1.097611306302069961e-01
3.039685465027381461e+00,-1.089703636382317042e-01
3.078391309664708420e+00,-1.082471598530589524e-01
3.117071783582574085e+00,-1.075888578333282081e-01
3.155728957460845141e+00,-1.069927961376789943e-01
3.194364901979385607e+00,-1.064563133247507926e-01
3.232981687818061278e+00,-1.059767479531830703e-01
3.271581385656737062e+00,-1.055514385816153367e-01
3.310166066175278310e+00,-1.051777237686870314e-01
3.348737800053548597e+00,-1.048529420730376777e-01
3.387298657971415494e+00,-1.045744320533067429e-01
3.425850710608743910e+00,-1.043395322681337639e-01
3.464396028645395642e+00,-1.041455812761581251e-01
3.502936682761240483e+00,-1.039899176360194050e-01
3.541474743636140676e+00,-1.038698799063570294e-01
3.580012281949961572e+00,-1.037828066458105214e-01
3.618551368382569855e+00,-1.037260364130193346e-01
