0.058813,-0.16321,-0.029102,0.849607,0.852307
0.063222,-0.165856,-0.027959,0.850971,0.846486
0.116766,-0.16465,-0.029994,0.850303,0.847028
0.116766,-0.16465,-0.029994,0.849672,0.850342
0.11061,-0.159482,-0.024427,0.850795,0.848995
0.159276,-0.145531,-0.014852,0.845204,0.848086
0.207898,-0.133526,-0.006589,0.850474,0.848249
0.247049,-0.126333,0.002601,0.849865,0.850913
0.296794,-0.123847,0.003886,0.845796,0.852545
0.296794,-0.123847,0.003886,0.846785,0.849838
0.34104,-0.114654,-0.005045,0.853062,0.854713
0.367856,-0.114714,-0.022697,0.848478,0.847805
0.367856,-0.114714,-0.022697,0.848627,0.851616
0.45021,-0.131282,-0.023974,0.84865,0.852071
0.445841,-0.146887,-0.027902,0.847355,0.854121
0.486045,-0.155109,-0.031942,0.852855,0.85077
0.486045,-0.155109,-0.031942,0.847834,0.848831
0.506042,-0.166468,-0.031498,0.849794,0.8485
0.612829,-0.169118,-0.032252,0.858111,0.853238
0.612829,-0.169118,-0.032252,0.857122,0.852092
0.628828,-0.174184,-0.031813,0.86663,0.848508
0.64693,-0.175455,-0.033536,0.878872,0.852669
0.687876,-0.176014,-0.035622,0.899995,0.825259
0.687876,-0.176014,-0.035622,0.903855,0.814827
0.73954,-0.175651,-0.036373,0.898503,0.806119
0.769075,-0.17399,-0.03553,0.898967,0.805935
0.767895,-0.176389,-0.03355,0.898326,0.796437
0.767895,-0.176389,-0.03355,0.9052,0.801508
0.79796,-0.183041,-0.033311,0.895799,0.797297
0.845065,-0.190879,-0.033213,0.897033,0.798219
0.899129,-0.193901,-0.031166,0.901,0.80126
0.946575,-0.197369,-0.030437,0.896075,0.801946
0.946575,-0.197369,-0.030437,0.898428,0.801681
1.035876,-0.200013,-0.028898,0.902199,0.797947
1.035876,-0.200013,-0.028898,0.905015,0.801479
1.185015,-0.194802,-0.032478,0.899002,0.801728
1.185015,-0.194802,-0.032478,0.899466,0.802582
1.295295,-0.194513,-0.027435,0.901688,0.798243
1.295295,-0.194513,-0.027435,0.897319,0.796846
1.317931,-0.188229,-0.023777,0.905693,0.799181
1.387535,-0.177368,-0.021879,0.8991,0.799172
1.453208,-0.172722,-0.021879,0.896533,0.80303
1.453208,-0.172722,-0.019539,0.898592,0.800468
1.453208,-0.172722,-0.019539,0.8969,0.802182
1.522393,-0.170999,-0.007331,0.898886,0.798405
1.522393,-0.170999,-0.007331,0.901549,0.80114
1.616793,-0.170598,-0.003072,0.901124,0.801055
1.753971,-0.164401,-0.003072,0.901952,0.795982
1.753971,-0.164401,-0.000348,0.898211,0.805216
1.753971,-0.164401,-0.000348,0.885978,0.851006
1.833185,-0.169542,0.016832,0.850973,0.854705
1.833185,-0.169542,0.016832,0.852384,0.850101
1.887488,-0.176657,0.024039,0.850814,0.852498
1.887488,-0.176657,0.024039,0.850844,0.848337
1.887488,-0.176657,0.024039,0.850565,0.848671
1.964587,-0.179171,0.026726,0.851135,0.849794
2.074795,-0.17109,0.026726,0.850074,0.853069
2.074795,-0.17109,0.035668,0.853711,0.853581
2.080909,-0.15821,0.045873,0.853059,0.852239
2.080909,-0.15821,0.045873,0.852042,0.84916
2.159285,-0.142395,0.053339,0.847963,0.849686
2.159285,-0.142395,0.053339,0.849847,0.848264
2.24768,-0.133548,0.060023,0.848479,0.847027
2.24768,-0.133548,0.060023,0.847266,0.846418
2.380125,-0.123545,0.062693,0.852707,0.849226
2.385744,-0.121906,0.061601,0.852707,0.849226
2.385744,-0.121906,0.061601,0.853036,0.845723
2.460369,-0.114191,0.060734,0.853036,0.845723
2.460369,-0.114191,0.060734,0.851211,0.854976
2.518731,-0.112172,0.058765,0.847937,0.867095
2.532984,-0.108698,0.052669,0.847999,0.871414
2.602046,-0.105581,0.051513,0.850526,0.878911
2.602046,-0.105581,0.051513,0.825615,0.896991
2.671216,-0.104508,0.043625,0.818384,0.900956
2.720531,-0.103703,0.039895,0.8087,0.900266
2.720531,-0.103703,0.039895,0.804776,0.902448
2.819863,-0.099242,0.03167,0.80145,0.897481
2.819863,-0.099242,0.03167,0.802434,0.899003
2.822685,-0.103605,0.033771,0.796314,0.900315
2.872265,-0.108566,0.024144,0.79856,0.903532
2.923395,-0.111556,0.023071,0.798556,0.897944
2.923395,-0.111556,0.023071,0.801925,0.902307
2.959287,-0.120267,0.019792,0.803576,0.900277
3.052482,-0.124107,0.020225,0.798625,0.8992
3.09862,-0.125109,0.017654,0.799927,0.902929
3.115936,-0.12575,0.017654,0.802617,0.899086
3.115936,-0.12575,0.019273,0.804602,0.900694
3.169907,-0.128112,0.019159,0.798926,0.901538
3.242466,-0.129344,0.018786,0.802021,0.896206
3.292161,-0.130792,0.019642,0.801809,0.90009
3.340301,-0.133342,0.02046,0.800177,0.901779
3.340301,-0.133342,0.02046,0.801324,0.900745
3.400117,-0.12826,0.020587,0.795482,0.898474
3.4428,-0.127751,0.019849,0.800814,0.893707
3.486642,-0.129572,0.020562,0.801405,0.898684
3.512719,-0.125682,0.020562,0.795713,0.898345
3.577506,-0.126506,0.019036,0.798614,0.904053
3.577506,-0.126506,0.019036,0.799286,0.901927
3.628749,-0.121029,0.019533,0.800058,0.899706
3.74136,-0.118608,0.019533,0.799225,0.901346
3.74136,-0.118608,0.019541,0.798552,0.900665
3.749638,-0.116213,0.018961,0.79873,0.899105
3.820064,-0.115919,0.019239,0.799911,0.900853
3.820064,-0.115919,0.019239,0.798988,0.899866
3.846587,-0.116951,0.017781,0.798984,0.897595
3.949437,-0.115862,0.016119,0.798984,0.897595
3.958416,-0.119357,0.017966,0.800878,0.901655
3.989952,-0.115707,0.015554,0.798213,0.89755
4.037859,-0.118335,0.015551,0.801237,0.902614
4.082217,-0.118151,0.016046,0.803696,0.898703
4.082217,-0.118151,0.016046,0.800138,0.899278
4.107444,-0.116361,0.01483,0.802808,0.899529
4.107444,-0.116361,0.01483,0.801056,0.898092
4.208342,-0.113762,0.015089,0.797293,0.898723
4.25251,-0.111733,0.015531,0.804105,0.900175
4.297894,-0.113273,0.015033,0.8002,0.899821
4.351601,-0.109062,0.015033,0.800313,0.900537
4.351601,-0.109062,0.014367,0.799283,0.898015
4.396459,-0.104805,0.014485,0.797787,0.900453
4.470994,-0.104757,0.01583,0.804517,0.900651
4.470994,-0.104757,0.01583,0.797887,0.899241
4.561992,-0.104706,0.01637,0.798614,0.900012
4.561992,-0.104706,0.01637,0.798042,0.897528
4.569141,-0.104257,0.014366,0.799862,0.899728
4.645137,-0.103426,0.014098,0.799812,0.902308
4.738889,-0.101599,0.01333,0.802012,0.898185
4.738889,-0.101599,0.01333,0.800705,0.901268
4.749342,-0.097747,0.013584,0.797932,0.90522
4.82053,-0.095629,0.012824,0.801107,0.902837
4.877995,-0.0928,0.01245,0.799803,0.90219
4.877995,-0.0928,0.01245,0.800293,0.901972
4.892196,-0.088432,0.011531,0.800695,0.898594
5.010806,-0.080778,0.011339,0.796606,0.901165
5.013813,-0.075603,0.008745,0.797159,0.898089
5.013813,-0.075603,0.008745,0.803833,0.902975
5.083733,-0.071924,0.006946,0.799077,0.900963
5.10726,-0.065755,0.005057,0.798308,0.897453
5.10726,-0.065755,0.005057,0.801104,0.895644
5.168297,-0.057228,-0.000444,0.797573,0.903113
5.224474,-0.050178,-0.002742,0.799938,0.902571
5.270844,-0.058553,-0.030515,0.800908,0.897872
5.330954,-0.067388,-0.030515,0.800661,0.901399
5.330954,-0.067388,-0.036092,0.799155,0.898267
5.390357,-0.076348,-0.031135,0.803335,0.899332
5.435816,-0.081199,-0.032084,0.803183,0.902528
5.496443,-0.090069,-0.032052,0.797664,0.900862
5.506514,-0.095618,-0.034534,0.796975,0.901163
5.506514,-0.095618,-0.034534,0.799242,0.90006
5.571676,-0.097401,-0.034847,0.79806,0.900167
5.690541,-0.104018,-0.033382,0.80045,0.897474
5.686165,-0.103896,-0.031975,0.802213,0.897263
5.724847,-0.104618,-0.031975,0.799213,0.904646
5.724847,-0.104618,-0.034062,0.796911,0.897718
5.762927,-0.105861,-0.033524,0.800494,0.903543
5.762927,-0.105861,-0.033524,0.800362,0.899697
5.876302,-0.107898,-0.031078,0.801485,0.90092
5.876302,-0.107898,-0.031078,0.803766,0.900039
5.886203,-0.108719,-0.029894,0.799345,0.902396
5.987045,-0.113382,-0.035104,0.797359,0.89963
6.012711,-0.10958,-0.03297,0.800892,0.903172
6.063186,-0.104534,-0.024648,0.797633,0.899379
6.122033,-0.095987,-0.024648,0.800057,0.900202
6.168297,-0.080639,-0.010493,0.802365,0.900997
6.168297,-0.080639,-0.004441,0.79998,0.898967
6.218793,-0.069633,0.001109,0.800723,0.900418
6.278895,-0.065481,0.001109,0.79991,0.896242
6.278895,-0.065481,0.006344,0.801428,0.902995
6.339528,-0.063817,0.008417,0.800144,0.898393
6.394187,-0.068785,0.009939,0.802099,0.903479
6.394187,-0.068785,0.009939,0.800295,0.900422
6.476281,-0.071094,0.01189,0.800122,0.900367
6.533907,-0.072516,0.010229,0.799049,0.901302
6.533907,-0.072516,0.010229,0.802598,0.899996
6.627085,-0.075262,-0.007629,0.797992,0.900129
6.627023,-0.072336,-0.007207,0.798953,0.900845
6.705174,-0.071226,-0.010696,0.800242,0.900159
6.722806,-0.069157,-0.013748,0.800104,0.896298
6.78133,-0.069234,-0.016159,0.798458,0.898732
6.78133,-0.069234,-0.016159,0.796392,0.90146
6.836141,-0.071105,-0.011555,0.800485,0.900586
6.8814,-0.073503,-0.019961,0.797114,0.900306
6.8814,-0.073503,-0.019961,0.796739,0.901173
6.998385,-0.080496,-0.017741,0.802258,0.900777
6.998385,-0.080496,-0.017741,0.797424,0.899404
6.989362,-0.087357,-0.035719,0.800811,0.901198
7.128373,-0.107937,-0.035719,0.802511,0.900875
7.153645,-0.119166,-0.035611,0.804406,0.899579
7.153645,-0.119166,-0.035611,0.822581,0.899404
7.202569,-0.121062,-0.036657,0.848734,0.880336
7.262204,-0.120058,-0.036963,0.848605,0.86547
7.298584,-0.116506,-0.039704,0.850696,0.856702
7.354188,-0.115509,-0.035908,0.853,0.85319
7.393248,-0.116738,-0.033755,0.847728,0.850242
7.393248,-0.116738,-0.033755,0.846207,0.848284
7.422417,-0.119351,-0.031474,0.848162,0.853147
7.540009,-0.128453,-0.04147,0.850759,0.85569
7.58798,-0.133266,-0.038808,0.851199,0.851447
7.58798,-0.133266,-0.038808,0.846762,0.848273
